planned_unit_id,shift_id,block_id,position,method_id
R1_command_gain_coupling_SHIFT_BLOCK_08_passive,R1_command_gain_coupling,SHIFT_BLOCK_08,1,passive
R1_command_gain_coupling_SHIFT_BLOCK_08_full,R1_command_gain_coupling,SHIFT_BLOCK_08,2,full
R1_command_gain_coupling_SHIFT_BLOCK_08_frozen,R1_command_gain_coupling,SHIFT_BLOCK_08,3,frozen
R1_command_gain_coupling_SHIFT_BLOCK_09_full,R1_command_gain_coupling,SHIFT_BLOCK_09,1,full
R1_command_gain_coupling_SHIFT_BLOCK_09_frozen,R1_command_gain_coupling,SHIFT_BLOCK_09,2,frozen
R1_command_gain_coupling_SHIFT_BLOCK_09_passive,R1_command_gain_coupling,SHIFT_BLOCK_09,3,passive
R1_command_gain_coupling_SHIFT_BLOCK_10_frozen,R1_command_gain_coupling,SHIFT_BLOCK_10,1,frozen
R1_command_gain_coupling_SHIFT_BLOCK_10_passive,R1_command_gain_coupling,SHIFT_BLOCK_10,2,passive
R1_command_gain_coupling_SHIFT_BLOCK_10_full,R1_command_gain_coupling,SHIFT_BLOCK_10,3,full
R1_command_gain_coupling_SHIFT_BLOCK_11_passive,R1_command_gain_coupling,SHIFT_BLOCK_11,1,passive
R1_command_gain_coupling_SHIFT_BLOCK_11_full,R1_command_gain_coupling,SHIFT_BLOCK_11,2,full
R1_command_gain_coupling_SHIFT_BLOCK_11_frozen,R1_command_gain_coupling,SHIFT_BLOCK_11,3,frozen
R1_command_gain_coupling_SHIFT_BLOCK_12_full,R1_command_gain_coupling,SHIFT_BLOCK_12,1,full
R1_command_gain_coupling_SHIFT_BLOCK_12_frozen,R1_command_gain_coupling,SHIFT_BLOCK_12,2,frozen
R1_command_gain_coupling_SHIFT_BLOCK_12_passive,R1_command_gain_coupling,SHIFT_BLOCK_12,3,passive
R1_command_gain_coupling_SHIFT_BLOCK_13_frozen,R1_command_gain_coupling,SHIFT_BLOCK_13,1,frozen
R1_command_gain_coupling_SHIFT_BLOCK_13_passive,R1_command_gain_coupling,SHIFT_BLOCK_13,2,passive
R1_command_gain_coupling_SHIFT_BLOCK_13_full,R1_command_gain_coupling,SHIFT_BLOCK_13,3,full
R1_command_gain_coupling_SHIFT_BLOCK_14_passive,R1_command_gain_coupling,SHIFT_BLOCK_14,1,passive
R1_command_gain_coupling_SHIFT_BLOCK_14_full,R1_command_gain_coupling,SHIFT_BLOCK_14,2,full
R1_command_gain_coupling_SHIFT_BLOCK_14_frozen,R1_command_gain_coupling,SHIFT_BLOCK_14,3,frozen
R1_command_gain_coupling_SHIFT_BLOCK_15_full,R1_command_gain_coupling,SHIFT_BLOCK_15,1,full
R1_command_gain_coupling_SHIFT_BLOCK_15_frozen,R1_command_gain_coupling,SHIFT_BLOCK_15,2,frozen
R1_command_gain_coupling_SHIFT_BLOCK_15_passive,R1_command_gain_coupling,SHIFT_BLOCK_15,3,passive
R1_command_gain_coupling_SHIFT_BLOCK_16_frozen,R1_command_gain_coupling,SHIFT_BLOCK_16,1,frozen
R1_command_gain_coupling_SHIFT_BLOCK_16_passive,R1_command_gain_coupling,SHIFT_BLOCK_16,2,passive
R1_command_gain_coupling_SHIFT_BLOCK_16_full,R1_command_gain_coupling,SHIFT_BLOCK_16,3,full
R1_command_gain_coupling_SHIFT_BLOCK_17_passive,R1_command_gain_coupling,SHIFT_BLOCK_17,1,passive
R1_command_gain_coupling_SHIFT_BLOCK_17_full,R1_command_gain_coupling,SHIFT_BLOCK_17,2,full
R1_command_gain_coupling_SHIFT_BLOCK_17_frozen,R1_command_gain_coupling,SHIFT_BLOCK_17,3,frozen
R1_command_gain_coupling_SHIFT_BLOCK_18_full,R1_command_gain_coupling,SHIFT_BLOCK_18,1,full
R1_command_gain_coupling_SHIFT_BLOCK_18_frozen,R1_command_gain_coupling,SHIFT_BLOCK_18,2,frozen
R1_command_gain_coupling_SHIFT_BLOCK_18_passive,R1_command_gain_coupling,SHIFT_BLOCK_18,3,passive
R1_command_gain_coupling_SHIFT_BLOCK_19_frozen,R1_command_gain_coupling,SHIFT_BLOCK_19,1,frozen
R1_command_gain_coupling_SHIFT_BLOCK_19_passive,R1_command_gain_coupling,SHIFT_BLOCK_19,2,passive
R1_command_gain_coupling_SHIFT_BLOCK_19_full,R1_command_gain_coupling,SHIFT_BLOCK_19,3,full
R1_command_gain_coupling_SHIFT_BLOCK_20_passive,R1_command_gain_coupling,SHIFT_BLOCK_20,1,passive
R1_command_gain_coupling_SHIFT_BLOCK_20_full,R1_command_gain_coupling,SHIFT_BLOCK_20,2,full
R1_command_gain_coupling_SHIFT_BLOCK_20_frozen,R1_command_gain_coupling,SHIFT_BLOCK_20,3,frozen
R2_payload_com_SHIFT_BLOCK_01_frozen,R2_payload_com,SHIFT_BLOCK_01,1,frozen
R2_payload_com_SHIFT_BLOCK_01_passive,R2_payload_com,SHIFT_BLOCK_01,2,passive
R2_payload_com_SHIFT_BLOCK_01_full,R2_payload_com,SHIFT_BLOCK_01,3,full
R2_payload_com_SHIFT_BLOCK_02_passive,R2_payload_com,SHIFT_BLOCK_02,1,passive
R2_payload_com_SHIFT_BLOCK_02_full,R2_payload_com,SHIFT_BLOCK_02,2,full
R2_payload_com_SHIFT_BLOCK_02_frozen,R2_payload_com,SHIFT_BLOCK_02,3,frozen
R2_payload_com_SHIFT_BLOCK_03_full,R2_payload_com,SHIFT_BLOCK_03,1,full
R2_payload_com_SHIFT_BLOCK_03_frozen,R2_payload_com,SHIFT_BLOCK_03,2,frozen
R2_payload_com_SHIFT_BLOCK_03_passive,R2_payload_com,SHIFT_BLOCK_03,3,passive
R2_payload_com_SHIFT_BLOCK_04_frozen,R2_payload_com,SHIFT_BLOCK_04,1,frozen
R2_payload_com_SHIFT_BLOCK_04_passive,R2_payload_com,SHIFT_BLOCK_04,2,passive
R2_payload_com_SHIFT_BLOCK_04_full,R2_payload_com,SHIFT_BLOCK_04,3,full
R2_payload_com_SHIFT_BLOCK_05_passive,R2_payload_com,SHIFT_BLOCK_05,1,passive
R2_payload_com_SHIFT_BLOCK_05_full,R2_payload_com,SHIFT_BLOCK_05,2,full
R2_payload_com_SHIFT_BLOCK_05_frozen,R2_payload_com,SHIFT_BLOCK_05,3,frozen
R2_payload_com_SHIFT_BLOCK_06_full,R2_payload_com,SHIFT_BLOCK_06,1,full
R2_payload_com_SHIFT_BLOCK_06_frozen,R2_payload_com,SHIFT_BLOCK_06,2,frozen
R2_payload_com_SHIFT_BLOCK_06_passive,R2_payload_com,SHIFT_BLOCK_06,3,passive
R2_payload_com_SHIFT_BLOCK_07_frozen,R2_payload_com,SHIFT_BLOCK_07,1,frozen
R2_payload_com_SHIFT_BLOCK_07_passive,R2_payload_com,SHIFT_BLOCK_07,2,passive
R2_payload_com_SHIFT_BLOCK_07_full,R2_payload_com,SHIFT_BLOCK_07,3,full
R2_payload_com_SHIFT_BLOCK_08_passive,R2_payload_com,SHIFT_BLOCK_08,1,passive
R2_payload_com_SHIFT_BLOCK_08_full,R2_payload_com,SHIFT_BLOCK_08,2,full
R2_payload_com_SHIFT_BLOCK_08_frozen,R2_payload_com,SHIFT_BLOCK_08,3,frozen
R2_payload_com_SHIFT_BLOCK_09_full,R2_payload_com,SHIFT_BLOCK_09,1,full
R2_payload_com_SHIFT_BLOCK_09_frozen,R2_payload_com,SHIFT_BLOCK_09,2,frozen
R2_payload_com_SHIFT_BLOCK_09_passive,R2_payload_com,SHIFT_BLOCK_09,3,passive
R2_payload_com_SHIFT_BLOCK_10_frozen,R2_payload_com,SHIFT_BLOCK_10,1,frozen
R2_payload_com_SHIFT_BLOCK_10_passive,R2_payload_com,SHIFT_BLOCK_10,2,passive
R2_payload_com_SHIFT_BLOCK_10_full,R2_payload_com,SHIFT_BLOCK_10,3,full
R2_payload_com_SHIFT_BLOCK_11_passive,R2_payload_com,SHIFT_BLOCK_11,1,passive
R2_payload_com_SHIFT_BLOCK_11_full,R2_payload_com,SHIFT_BLOCK_11,2,full
R2_payload_com_SHIFT_BLOCK_11_frozen,R2_payload_com,SHIFT_BLOCK_11,3,frozen
R2_payload_com_SHIFT_BLOCK_12_full,R2_payload_com,SHIFT_BLOCK_12,1,full
R2_payload_com_SHIFT_BLOCK_12_frozen,R2_payload_com,SHIFT_BLOCK_12,2,frozen
R2_payload_com_SHIFT_BLOCK_12_passive,R2_payload_com,SHIFT_BLOCK_12,3,passive
R2_payload_com_SHIFT_BLOCK_13_frozen,R2_payload_com,SHIFT_BLOCK_13,1,frozen
R2_payload_com_SHIFT_BLOCK_13_passive,R2_payload_com,SHIFT_BLOCK_13,2,passive
R2_payload_com_SHIFT_BLOCK_13_full,R2_payload_com,SHIFT_BLOCK_13,3,full
R2_payload_com_SHIFT_BLOCK_14_passive,R2_payload_com,SHIFT_BLOCK_14,1,passive
R2_payload_com_SHIFT_BLOCK_14_full,R2_payload_com,SHIFT_BLOCK_14,2,full
R2_payload_com_SHIFT_BLOCK_14_frozen,R2_payload_com,SHIFT_BLOCK_14,3,frozen
R2_payload_com_SHIFT_BLOCK_15_full,R2_payload_com,SHIFT_BLOCK_15,1,full
R2_payload_com_SHIFT_BLOCK_15_frozen,R2_payload_com,SHIFT_BLOCK_15,2,frozen
R2_payload_com_SHIFT_BLOCK_15_passive,R2_payload_com,SHIFT_BLOCK_15,3,passive
R2_payload_com_SHIFT_BLOCK_16_frozen,R2_payload_com,SHIFT_BLOCK_16,1,frozen
R2_payload_com_SHIFT_BLOCK_16_passive,R2_payload_com,SHIFT_BLOCK_16,2,passive
R2_payload_com_SHIFT_BLOCK_16_full,R2_payload_com,SHIFT_BLOCK_16,3,full
R2_payload_com_SHIFT_BLOCK_17_passive,R2_payload_com,SHIFT_BLOCK_17,1,passive
R2_payload_com_SHIFT_BLOCK_17_full,R2_payload_com,SHIFT_BLOCK_17,2,full
R2_payload_com_SHIFT_BLOCK_17_frozen,R2_payload_com,SHIFT_BLOCK_17,3,frozen
R2_payload_com_SHIFT_BLOCK_18_full,R2_payload_com,SHIFT_BLOCK_18,1,full
R2_payload_com_SHIFT_BLOCK_18_frozen,R2_payload_com,SHIFT_BLOCK_18,2,frozen
R2_payload_com_SHIFT_BLOCK_18_passive,R2_payload_com,SHIFT_BLOCK_18,3,passive
R2_payload_com_SHIFT_BLOCK_19_frozen,R2_payload_com,SHIFT_BLOCK_19,1,frozen
R2_payload_com_SHIFT_BLOCK_19_passive,R2_payload_com,SHIFT_BLOCK_19,2,passive
R2_payload_com_SHIFT_BLOCK_19_full,R2_payload_com,SHIFT_BLOCK_19,3,full
R2_payload_com_SHIFT_BLOCK_20_passive,R2_payload_com,SHIFT_BLOCK_20,1,passive
R2_payload_com_SHIFT_BLOCK_20_full,R2_payload_com,SHIFT_BLOCK_20,2,full
R2_payload_com_SHIFT_BLOCK_20_frozen,R2_payload_com,SHIFT_BLOCK_20,3,frozen
R3_surface_friction_SHIFT_BLOCK_01_frozen,R3_surface_friction,SHIFT_BLOCK_01,1,frozen
R3_surface_friction_SHIFT_BLOCK_01_passive,R3_surface_friction,SHIFT_BLOCK_01,2,passive
R3_surface_friction_SHIFT_BLOCK_01_full,R3_surface_friction,SHIFT_BLOCK_01,3,full
R3_surface_friction_SHIFT_BLOCK_02_passive,R3_surface_friction,SHIFT_BLOCK_02,1,passive
R3_surface_friction_SHIFT_BLOCK_02_full,R3_surface_friction,SHIFT_BLOCK_02,2,full
R3_surface_friction_SHIFT_BLOCK_02_frozen,R3_surface_friction,SHIFT_BLOCK_02,3,frozen
R3_surface_friction_SHIFT_BLOCK_03_full,R3_surface_friction,SHIFT_BLOCK_03,1,full
R3_surface_friction_SHIFT_BLOCK_03_frozen,R3_surface_friction,SHIFT_BLOCK_03,2,frozen
R3_surface_friction_SHIFT_BLOCK_03_passive,R3_surface_friction,SHIFT_BLOCK_03,3,passive
R3_surface_friction_SHIFT_BLOCK_04_frozen,R3_surface_friction,SHIFT_BLOCK_04,1,frozen
R3_surface_friction_SHIFT_BLOCK_04_passive,R3_surface_friction,SHIFT_BLOCK_04,2,passive
R3_surface_friction_SHIFT_BLOCK_04_full,R3_surface_friction,SHIFT_BLOCK_04,3,full
R3_surface_friction_SHIFT_BLOCK_05_passive,R3_surface_friction,SHIFT_BLOCK_05,1,passive
R3_surface_friction_SHIFT_BLOCK_05_full,R3_surface_friction,SHIFT_BLOCK_05,2,full
R3_surface_friction_SHIFT_BLOCK_05_frozen,R3_surface_friction,SHIFT_BLOCK_05,3,frozen
R3_surface_friction_SHIFT_BLOCK_06_full,R3_surface_friction,SHIFT_BLOCK_06,1,full
R3_surface_friction_SHIFT_BLOCK_06_frozen,R3_surface_friction,SHIFT_BLOCK_06,2,frozen
R3_surface_friction_SHIFT_BLOCK_06_passive,R3_surface_friction,SHIFT_BLOCK_06,3,passive
R3_surface_friction_SHIFT_BLOCK_07_frozen,R3_surface_friction,SHIFT_BLOCK_07,1,frozen
R3_surface_friction_SHIFT_BLOCK_07_passive,R3_surface_friction,SHIFT_BLOCK_07,2,passive
R3_surface_friction_SHIFT_BLOCK_07_full,R3_surface_friction,SHIFT_BLOCK_07,3,full
R3_surface_friction_SHIFT_BLOCK_08_passive,R3_surface_friction,SHIFT_BLOCK_08,1,passive
R3_surface_friction_SHIFT_BLOCK_08_full,R3_surface_friction,SHIFT_BLOCK_08,2,full
R3_surface_friction_SHIFT_BLOCK_08_frozen,R3_surface_friction,SHIFT_BLOCK_08,3,frozen
R3_surface_friction_SHIFT_BLOCK_09_full,R3_surface_friction,SHIFT_BLOCK_09,1,full
R3_surface_friction_SHIFT_BLOCK_09_frozen,R3_surface_friction,SHIFT_BLOCK_09,2,frozen
R3_surface_friction_SHIFT_BLOCK_09_passive,R3_surface_friction,SHIFT_BLOCK_09,3,passive
R3_surface_friction_SHIFT_BLOCK_10_frozen,R3_surface_friction,SHIFT_BLOCK_10,1,frozen
R3_surface_friction_SHIFT_BLOCK_10_passive,R3_surface_friction,SHIFT_BLOCK_10,2,passive
R3_surface_friction_SHIFT_BLOCK_10_full,R3_surface_friction,SHIFT_BLOCK_10,3,full
R3_surface_friction_SHIFT_BLOCK_11_passive,R3_surface_friction,SHIFT_BLOCK_11,1,passive
R3_surface_friction_SHIFT_BLOCK_11_full,R3_surface_friction,SHIFT_BLOCK_11,2,full
R3_surface_friction_SHIFT_BLOCK_11_frozen,R3_surface_friction,SHIFT_BLOCK_11,3,frozen
R3_surface_friction_SHIFT_BLOCK_12_full,R3_surface_friction,SHIFT_BLOCK_12,1,full
R3_surface_friction_SHIFT_BLOCK_12_frozen,R3_surface_friction,SHIFT_BLOCK_12,2,frozen
R3_surface_friction_SHIFT_BLOCK_12_passive,R3_surface_friction,SHIFT_BLOCK_12,3,passive
R3_surface_friction_SHIFT_BLOCK_13_frozen,R3_surface_friction,SHIFT_BLOCK_13,1,frozen
R3_surface_friction_SHIFT_BLOCK_13_passive,R3_surface_friction,SHIFT_BLOCK_13,2,passive
R3_surface_friction_SHIFT_BLOCK_13_full,R3_surface_friction,SHIFT_BLOCK_13,3,full
R3_surface_friction_SHIFT_BLOCK_14_passive,R3_surface_friction,SHIFT_BLOCK_14,1,passive
R3_surface_friction_SHIFT_BLOCK_14_full,R3_surface_friction,SHIFT_BLOCK_14,2,full
R3_surface_friction_SHIFT_BLOCK_14_frozen,R3_surface_friction,SHIFT_BLOCK_14,3,frozen
R3_surface_friction_SHIFT_BLOCK_15_full,R3_surface_friction,SHIFT_BLOCK_15,1,full
R3_surface_friction_SHIFT_BLOCK_15_frozen,R3_surface_friction,SHIFT_BLOCK_15,2,frozen
R3_surface_friction_SHIFT_BLOCK_15_passive,R3_surface_friction,SHIFT_BLOCK_15,3,passive
R3_surface_friction_SHIFT_BLOCK_16_frozen,R3_surface_friction,SHIFT_BLOCK_16,1,frozen
R3_surface_friction_SHIFT_BLOCK_16_passive,R3_surface_friction,SHIFT_BLOCK_16,2,passive
R3_surface_friction_SHIFT_BLOCK_16_full,R3_surface_friction,SHIFT_BLOCK_16,3,full
R3_surface_friction_SHIFT_BLOCK_17_passive,R3_surface_friction,SHIFT_BLOCK_17,1,passive
R3_surface_friction_SHIFT_BLOCK_17_full,R3_surface_friction,SHIFT_BLOCK_17,2,full
R3_surface_friction_SHIFT_BLOCK_17_frozen,R3_surface_friction,SHIFT_BLOCK_17,3,frozen
R3_surface_friction_SHIFT_BLOCK_18_full,R3_surface_friction,SHIFT_BLOCK_18,1,full
R3_surface_friction_SHIFT_BLOCK_18_frozen,R3_surface_friction,SHIFT_BLOCK_18,2,frozen
R3_surface_friction_SHIFT_BLOCK_18_passive,R3_surface_friction,SHIFT_BLOCK_18,3,passive
R3_surface_friction_SHIFT_BLOCK_19_frozen,R3_surface_friction,SHIFT_BLOCK_19,1,frozen
R3_surface_friction_SHIFT_BLOCK_19_passive,R3_surface_friction,SHIFT_BLOCK_19,2,passive
R3_surface_friction_SHIFT_BLOCK_19_full,R3_surface_friction,SHIFT_BLOCK_19,3,full
R3_surface_friction_SHIFT_BLOCK_20_passive,R3_surface_friction,SHIFT_BLOCK_20,1,passive
R3_surface_friction_SHIFT_BLOCK_20_full,R3_surface_friction,SHIFT_BLOCK_20,2,full
R3_surface_friction_SHIFT_BLOCK_20_frozen,R3_surface_friction,SHIFT_BLOCK_20,3,frozen
R4_mixed_context_SHIFT_BLOCK_01_frozen,R4_mixed_context,SHIFT_BLOCK_01,1,frozen
R4_mixed_context_SHIFT_BLOCK_01_passive,R4_mixed_context,SHIFT_BLOCK_01,2,passive
R4_mixed_context_SHIFT_BLOCK_01_full,R4_mixed_context,SHIFT_BLOCK_01,3,full
R4_mixed_context_SHIFT_BLOCK_02_passive,R4_mixed_context,SHIFT_BLOCK_02,1,passive
R4_mixed_context_SHIFT_BLOCK_02_full,R4_mixed_context,SHIFT_BLOCK_02,2,full
R4_mixed_context_SHIFT_BLOCK_02_frozen,R4_mixed_context,SHIFT_BLOCK_02,3,frozen
R4_mixed_context_SHIFT_BLOCK_03_full,R4_mixed_context,SHIFT_BLOCK_03,1,full
R4_mixed_context_SHIFT_BLOCK_03_frozen,R4_mixed_context,SHIFT_BLOCK_03,2,frozen
R4_mixed_context_SHIFT_BLOCK_03_passive,R4_mixed_context,SHIFT_BLOCK_03,3,passive
R4_mixed_context_SHIFT_BLOCK_04_frozen,R4_mixed_context,SHIFT_BLOCK_04,1,frozen
R4_mixed_context_SHIFT_BLOCK_04_passive,R4_mixed_context,SHIFT_BLOCK_04,2,passive
R4_mixed_context_SHIFT_BLOCK_04_full,R4_mixed_context,SHIFT_BLOCK_04,3,full
R4_mixed_context_SHIFT_BLOCK_05_passive,R4_mixed_context,SHIFT_BLOCK_05,1,passive
R4_mixed_context_SHIFT_BLOCK_05_full,R4_mixed_context,SHIFT_BLOCK_05,2,full
R4_mixed_context_SHIFT_BLOCK_05_frozen,R4_mixed_context,SHIFT_BLOCK_05,3,frozen
R4_mixed_context_SHIFT_BLOCK_06_full,R4_mixed_context,SHIFT_BLOCK_06,1,full
R4_mixed_context_SHIFT_BLOCK_06_frozen,R4_mixed_context,SHIFT_BLOCK_06,2,frozen
R4_mixed_context_SHIFT_BLOCK_06_passive,R4_mixed_context,SHIFT_BLOCK_06,3,passive
R4_mixed_context_SHIFT_BLOCK_07_frozen,R4_mixed_context,SHIFT_BLOCK_07,1,frozen
R4_mixed_context_SHIFT_BLOCK_07_passive,R4_mixed_context,SHIFT_BLOCK_07,2,passive
R4_mixed_context_SHIFT_BLOCK_07_full,R4_mixed_context,SHIFT_BLOCK_07,3,full
R4_mixed_context_SHIFT_BLOCK_08_passive,R4_mixed_context,SHIFT_BLOCK_08,1,passive
R4_mixed_context_SHIFT_BLOCK_08_full,R4_mixed_context,SHIFT_BLOCK_08,2,full
R4_mixed_context_SHIFT_BLOCK_08_frozen,R4_mixed_context,SHIFT_BLOCK_08,3,frozen
R4_mixed_context_SHIFT_BLOCK_09_full,R4_mixed_context,SHIFT_BLOCK_09,1,full
R4_mixed_context_SHIFT_BLOCK_09_frozen,R4_mixed_context,SHIFT_BLOCK_09,2,frozen
R4_mixed_context_SHIFT_BLOCK_09_passive,R4_mixed_context,SHIFT_BLOCK_09,3,passive
R4_mixed_context_SHIFT_BLOCK_10_frozen,R4_mixed_context,SHIFT_BLOCK_10,1,frozen
R4_mixed_context_SHIFT_BLOCK_10_passive,R4_mixed_context,SHIFT_BLOCK_10,2,passive
R4_mixed_context_SHIFT_BLOCK_10_full,R4_mixed_context,SHIFT_BLOCK_10,3,full
R4_mixed_context_SHIFT_BLOCK_11_passive,R4_mixed_context,SHIFT_BLOCK_11,1,passive
R4_mixed_context_SHIFT_BLOCK_11_full,R4_mixed_context,SHIFT_BLOCK_11,2,full
R4_mixed_context_SHIFT_BLOCK_11_frozen,R4_mixed_context,SHIFT_BLOCK_11,3,frozen
R4_mixed_context_SHIFT_BLOCK_12_full,R4_mixed_context,SHIFT_BLOCK_12,1,full
R4_mixed_context_SHIFT_BLOCK_12_frozen,R4_mixed_context,SHIFT_BLOCK_12,2,frozen
R4_mixed_context_SHIFT_BLOCK_12_passive,R4_mixed_context,SHIFT_BLOCK_12,3,passive
R4_mixed_context_SHIFT_BLOCK_13_frozen,R4_mixed_context,SHIFT_BLOCK_13,1,frozen
R4_mixed_context_SHIFT_BLOCK_13_passive,R4_mixed_context,SHIFT_BLOCK_13,2,passive
R4_mixed_context_SHIFT_BLOCK_13_full,R4_mixed_context,SHIFT_BLOCK_13,3,full
R4_mixed_context_SHIFT_BLOCK_14_passive,R4_mixed_context,SHIFT_BLOCK_14,1,passive
R4_mixed_context_SHIFT_BLOCK_14_full,R4_mixed_context,SHIFT_BLOCK_14,2,full
R4_mixed_context_SHIFT_BLOCK_14_frozen,R4_mixed_context,SHIFT_BLOCK_14,3,frozen
R4_mixed_context_SHIFT_BLOCK_15_full,R4_mixed_context,SHIFT_BLOCK_15,1,full
R4_mixed_context_SHIFT_BLOCK_15_frozen,R4_mixed_context,SHIFT_BLOCK_15,2,frozen
R4_mixed_context_SHIFT_BLOCK_15_passive,R4_mixed_context,SHIFT_BLOCK_15,3,passive
R4_mixed_context_SHIFT_BLOCK_16_frozen,R4_mixed_context,SHIFT_BLOCK_16,1,frozen
R4_mixed_context_SHIFT_BLOCK_16_passive,R4_mixed_context,SHIFT_BLOCK_16,2,passive
R4_mixed_context_SHIFT_BLOCK_16_full,R4_mixed_context,SHIFT_BLOCK_16,3,full
R4_mixed_context_SHIFT_BLOCK_17_passive,R4_mixed_context,SHIFT_BLOCK_17,1,passive
R4_mixed_context_SHIFT_BLOCK_17_full,R4_mixed_context,SHIFT_BLOCK_17,2,full
R4_mixed_context_SHIFT_BLOCK_17_frozen,R4_mixed_context,SHIFT_BLOCK_17,3,frozen
R4_mixed_context_SHIFT_BLOCK_18_full,R4_mixed_context,SHIFT_BLOCK_18,1,full
R4_mixed_context_SHIFT_BLOCK_18_frozen,R4_mixed_context,SHIFT_BLOCK_18,2,frozen
R4_mixed_context_SHIFT_BLOCK_18_passive,R4_mixed_context,SHIFT_BLOCK_18,3,passive
R4_mixed_context_SHIFT_BLOCK_19_frozen,R4_mixed_context,SHIFT_BLOCK_19,1,frozen
R4_mixed_context_SHIFT_BLOCK_19_passive,R4_mixed_context,SHIFT_BLOCK_19,2,passive
R4_mixed_context_SHIFT_BLOCK_19_full,R4_mixed_context,SHIFT_BLOCK_19,3,full
R4_mixed_context_SHIFT_BLOCK_20_passive,R4_mixed_context,SHIFT_BLOCK_20,1,passive
R4_mixed_context_SHIFT_BLOCK_20_full,R4_mixed_context,SHIFT_BLOCK_20,2,full
R4_mixed_context_SHIFT_BLOCK_20_frozen,R4_mixed_context,SHIFT_BLOCK_20,3,frozen
